"Index Name","Date","Open","High","Low","Close"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","30 Mar 2017","-","-","-","12803.60"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","29 Mar 2017","-","-","-","12723.74"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","28 Mar 2017","-","-","-","12652.42"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","27 Mar 2017","-","-","-","12571.04"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","24 Mar 2017","-","-","-","12560.04"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","23 Mar 2017","-","-","-","12498.35"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","22 Mar 2017","-","-","-","12392.77"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","21 Mar 2017","-","-","-","12486.94"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","20 Mar 2017","-","-","-","12486.26"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","17 Mar 2017","-","-","-","12484.94"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","16 Mar 2017","-","-","-","12509.18"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","15 Mar 2017","-","-","-","12418.04"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","14 Mar 2017","-","-","-","12328.86"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","10 Mar 2017","-","-","-","12149.55"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","09 Mar 2017","-","-","-","12134.05"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","08 Mar 2017","-","-","-","12124.20"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","07 Mar 2017","-","-","-","12177.54"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","06 Mar 2017","-","-","-","12166.68"
"NIFTY SMALLCAP250 MOMENTUM QUALITY 100","03 Mar 2017","-","-","-","12075.53"
