"Date","Open","High","Low","Close"
"05 Aug 2022","-","-","-","2003.81"
"04 Aug 2022","-","-","-","1995.04"
"03 Aug 2022","-","-","-","2008.71"
"02 Aug 2022","-","-","-","2026.94"
"01 Aug 2022","-","-","-","2015.93"
"29 Jul 2022","-","-","-","1975.25"
"28 Jul 2022","-","-","-","1959.83"
"27 Jul 2022","-","-","-","1925.68"
"26 Jul 2022","-","-","-","1906.02"
"25 Jul 2022","-","-","-","1919.74"
"22 Jul 2022","-","-","-","1923.51"
"21 Jul 2022","-","-","-","1916.74"
"20 Jul 2022","-","-","-","1884.96"
"19 Jul 2022","-","-","-","1875.86"
"18 Jul 2022","-","-","-","1851.00"
"15 Jul 2022","-","-","-","1804.55"
"14 Jul 2022","-","-","-","1798.70"
"13 Jul 2022","-","-","-","1814.17"
"12 Jul 2022","-","-","-","1813.02"
"11 Jul 2022","-","-","-","1823.82"
"08 Jul 2022","-","-","-","1796.05"
"07 Jul 2022","-","-","-","1798.18"
"06 Jul 2022","-","-","-","1758.24"
"05 Jul 2022","-","-","-","1731.19"
"04 Jul 2022","-","-","-","1739.84"
"01 Jul 2022","-","-","-","1728.06"
"30 Jun 2022","-","-","-","1701.84"
"29 Jun 2022","-","-","-","1729.10"
"28 Jun 2022","-","-","-","1746.47"
"27 Jun 2022","-","-","-","1743.35"
"24 Jun 2022","-","-","-","1722.46"
"23 Jun 2022","-","-","-","1691.64"
"22 Jun 2022","-","-","-","1671.46"
"21 Jun 2022","-","-","-","1708.81"
"20 Jun 2022","-","-","-","1649.11"
"17 Jun 2022","-","-","-","1700.11"
"16 Jun 2022","-","-","-","1700.00"
"15 Jun 2022","-","-","-","1763.20"
"14 Jun 2022","-","-","-","1761.38"
"13 Jun 2022","-","-","-","1756.20"
"10 Jun 2022","-","-","-","1846.47"
"09 Jun 2022","-","-","-","1872.24"
"08 Jun 2022","-","-","-","1877.82"
"07 Jun 2022","-","-","-","1876.59"
"06 Jun 2022","-","-","-","1893.13"
"03 Jun 2022","-","-","-","1892.08"
"02 Jun 2022","-","-","-","1924.06"
"01 Jun 2022","-","-","-","1905.34"
"31 May 2022","-","-","-","1910.26"
"30 May 2022","-","-","-","1909.83"
"27 May 2022","-","-","-","1867.85"
"26 May 2022","-","-","-","1851.54"
"25 May 2022","-","-","-","1817.81"
"24 May 2022","-","-","-","1862.73"
"23 May 2022","-","-","-","1881.80"
"20 May 2022","-","-","-","1913.21"
"19 May 2022","-","-","-","1856.80"
"18 May 2022","-","-","-","1921.36"
"17 May 2022","-","-","-","1938.24"
"16 May 2022","-","-","-","1872.14"
"13 May 2022","-","-","-","1832.62"
"12 May 2022","-","-","-","1825.70"
"11 May 2022","-","-","-","1889.10"
"10 May 2022","-","-","-","1908.98"
"09 May 2022","-","-","-","1951.38"
"06 May 2022","-","-","-","1988.17"
"05 May 2022","-","-","-","2033.60"
"04 May 2022","-","-","-","2034.82"
"02 May 2022","-","-","-","2099.54"
"29 Apr 2022","-","-","-","2100.03"
"28 Apr 2022","-","-","-","2125.69"
"27 Apr 2022","-","-","-","2118.93"
"26 Apr 2022","-","-","-","2143.52"
"25 Apr 2022","-","-","-","2086.56"
"22 Apr 2022","-","-","-","2135.62"
"21 Apr 2022","-","-","-","2173.25"
"20 Apr 2022","-","-","-","2140.17"
"19 Apr 2022","-","-","-","2138.80"
"18 Apr 2022","-","-","-","2170.07"
"13 Apr 2022","-","-","-","2197.90"
"12 Apr 2022","-","-","-","2206.87"
"11 Apr 2022","-","-","-","2246.11"
"08 Apr 2022","-","-","-","2241.45"
"07 Apr 2022","-","-","-","2221.39"
"06 Apr 2022","-","-","-","2243.61"
"05 Apr 2022","-","-","-","2225.29"
"04 Apr 2022","-","-","-","2216.99"
"01 Apr 2022","-","-","-","2177.07"
"31 Mar 2022","-","-","-","2119.16"
"30 Mar 2022","-","-","-","2110.08"
"29 Mar 2022","-","-","-","2103.60"
"28 Mar 2022","-","-","-","2101.33"
"25 Mar 2022","-","-","-","2101.76"
"24 Mar 2022","-","-","-","2099.56"
"23 Mar 2022","-","-","-","2093.36"
"22 Mar 2022","-","-","-","2080.31"
"21 Mar 2022","-","-","-","2063.75"
"17 Mar 2022","-","-","-","2079.89"
"16 Mar 2022","-","-","-","2042.40"
"15 Mar 2022","-","-","-","1990.36"
"14 Mar 2022","-","-","-","2014.99"
"11 Mar 2022","-","-","-","2016.06"
"10 Mar 2022","-","-","-","2006.44"
"09 Mar 2022","-","-","-","1970.91"
"08 Mar 2022","-","-","-","1923.59"
"07 Mar 2022","-","-","-","1897.64"
"04 Mar 2022","-","-","-","1958.79"
"03 Mar 2022","-","-","-","2014.56"
"02 Mar 2022","-","-","-","2018.67"
"28 Feb 2022","-","-","-","2017.90"
"25 Feb 2022","-","-","-","1994.04"
"24 Feb 2022","-","-","-","1901.91"
"23 Feb 2022","-","-","-","2052.01"
"22 Feb 2022","-","-","-","2044.45"
"21 Feb 2022","-","-","-","2058.39"
"18 Feb 2022","-","-","-","2093.76"
"17 Feb 2022","-","-","-","2112.56"
"16 Feb 2022","-","-","-","2132.07"
"15 Feb 2022","-","-","-","2137.26"
"14 Feb 2022","-","-","-","2066.86"
"11 Feb 2022","-","-","-","2180.20"
"10 Feb 2022","-","-","-","2222.96"
"09 Feb 2022","-","-","-","2201.95"
"08 Feb 2022","-","-","-","2171.92"
"07 Feb 2022","-","-","-","2178.75"
"04 Feb 2022","-","-","-","2196.55"
"03 Feb 2022","-","-","-","2210.81"
"02 Feb 2022","-","-","-","2227.99"
"01 Feb 2022","-","-","-","2189.65"
"31 Jan 2022","-","-","-","2145.35"
"28 Jan 2022","-","-","-","2124.40"
"27 Jan 2022","-","-","-","2108.21"
"25 Jan 2022","-","-","-","2101.36"
"24 Jan 2022","-","-","-","2058.21"
"21 Jan 2022","-","-","-","2146.45"
"20 Jan 2022","-","-","-","2196.87"
"19 Jan 2022","-","-","-","2197.30"
"18 Jan 2022","-","-","-","2190.80"
"17 Jan 2022","-","-","-","2242.49"
"14 Jan 2022","-","-","-","2229.94"
"13 Jan 2022","-","-","-","2232.28"
"12 Jan 2022","-","-","-","2214.36"
"11 Jan 2022","-","-","-","2177.22"
"10 Jan 2022","-","-","-","2187.51"
"07 Jan 2022","-","-","-","2156.71"
"06 Jan 2022","-","-","-","2149.32"
"05 Jan 2022","-","-","-","2149.09"
"04 Jan 2022","-","-","-","2117.96"
"03 Jan 2022","-","-","-","2114.39"
"31 Dec 2021","-","-","-","2067.57"
"30 Dec 2021","-","-","-","2033.87"
"29 Dec 2021","-","-","-","2045.06"
"28 Dec 2021","-","-","-","2050.14"
"27 Dec 2021","-","-","-","2030.84"
"24 Dec 2021","-","-","-","2036.23"
"23 Dec 2021","-","-","-","2068.53"
"22 Dec 2021","-","-","-","2045.69"
"21 Dec 2021","-","-","-","2011.44"
"20 Dec 2021","-","-","-","1988.46"
"17 Dec 2021","-","-","-","2075.97"
"16 Dec 2021","-","-","-","2148.78"
"15 Dec 2021","-","-","-","2162.35"
"14 Dec 2021","-","-","-","2188.30"
"13 Dec 2021","-","-","-","2198.12"
"10 Dec 2021","-","-","-","2213.52"
"09 Dec 2021","-","-","-","2197.41"
"08 Dec 2021","-","-","-","2180.28"
"07 Dec 2021","-","-","-","2138.06"
"06 Dec 2021","-","-","-","2096.76"
"03 Dec 2021","-","-","-","2127.54"
"02 Dec 2021","-","-","-","2122.67"
"01 Dec 2021","-","-","-","2098.05"
"30 Nov 2021","-","-","-","2043.53"
"29 Nov 2021","-","-","-","2055.59"
"26 Nov 2021","-","-","-","2091.34"
"25 Nov 2021","-","-","-","2196.72"
"24 Nov 2021","-","-","-","2191.49"
"23 Nov 2021","-","-","-","2191.20"
"22 Nov 2021","-","-","-","2151.89"
"18 Nov 2021","-","-","-","2208.98"
"17 Nov 2021","-","-","-","2251.62"
"16 Nov 2021","-","-","-","2263.78"
"15 Nov 2021","-","-","-","2279.16"
"12 Nov 2021","-","-","-","2298.14"
"11 Nov 2021","-","-","-","2283.03"
"10 Nov 2021","-","-","-","2311.69"
"09 Nov 2021","-","-","-","2330.42"
"08 Nov 2021","-","-","-","2313.18"
"04 Nov 2021","-","-","-","2278.92"
"03 Nov 2021","-","-","-","2263.27"
"02 Nov 2021","-","-","-","2270.42"
"01 Nov 2021","-","-","-","2236.28"
"29 Oct 2021","-","-","-","2199.92"
"28 Oct 2021","-","-","-","2202.75"
"27 Oct 2021","-","-","-","2270.28"
"26 Oct 2021","-","-","-","2285.29"
"25 Oct 2021","-","-","-","2236.89"
"22 Oct 2021","-","-","-","2255.77"
"21 Oct 2021","-","-","-","2282.58"
"20 Oct 2021","-","-","-","2272.04"
"19 Oct 2021","-","-","-","2286.20"
"18 Oct 2021","-","-","-","2348.18"
"14 Oct 2021","-","-","-","2301.44"
"13 Oct 2021","-","-","-","2281.30"
"12 Oct 2021","-","-","-","2232.15"
"11 Oct 2021","-","-","-","2211.43"
"08 Oct 2021","-","-","-","2189.91"
"07 Oct 2021","-","-","-","2183.00"
