"Date","Open","High","Low","Close"
"05 Aug 2022","-","-","-","14168.53"
"04 Aug 2022","-","-","-","14190.67"
"03 Aug 2022","-","-","-","14065.94"
"02 Aug 2022","-","-","-","14054.43"
"01 Aug 2022","-","-","-","14048.53"
"29 Jul 2022","-","-","-","13969.05"
"28 Jul 2022","-","-","-","13772.22"
"27 Jul 2022","-","-","-","13568.58"
"26 Jul 2022","-","-","-","13396.40"
"25 Jul 2022","-","-","-","13631.34"
"22 Jul 2022","-","-","-","13675.55"
"21 Jul 2022","-","-","-","13673.14"
"20 Jul 2022","-","-","-","13520.88"
"19 Jul 2022","-","-","-","13352.17"
"18 Jul 2022","-","-","-","13345.08"
"15 Jul 2022","-","-","-","13216.77"
"14 Jul 2022","-","-","-","13115.18"
"13 Jul 2022","-","-","-","13157.69"
"12 Jul 2022","-","-","-","13112.46"
"11 Jul 2022","-","-","-","13237.28"
"08 Jul 2022","-","-","-","13292.57"
"07 Jul 2022","-","-","-","13265.66"
"06 Jul 2022","-","-","-","13218.43"
"05 Jul 2022","-","-","-","12966.51"
"04 Jul 2022","-","-","-","13005.54"
"01 Jul 2022","-","-","-","12894.85"
"30 Jun 2022","-","-","-","12728.89"
"29 Jun 2022","-","-","-","12829.69"
"28 Jun 2022","-","-","-","12938.73"
"27 Jun 2022","-","-","-","12950.46"
"24 Jun 2022","-","-","-","12831.20"
"23 Jun 2022","-","-","-","12760.11"
"22 Jun 2022","-","-","-","12562.99"
"21 Jun 2022","-","-","-","12698.63"
"20 Jun 2022","-","-","-","12497.80"
"17 Jun 2022","-","-","-","12397.88"
"16 Jun 2022","-","-","-","12575.66"
"15 Jun 2022","-","-","-","12779.27"
"14 Jun 2022","-","-","-","12757.59"
"13 Jun 2022","-","-","-","12784.81"
"10 Jun 2022","-","-","-","12992.65"
"09 Jun 2022","-","-","-","13064.28"
"08 Jun 2022","-","-","-","12982.50"
"07 Jun 2022","-","-","-","13044.72"
"06 Jun 2022","-","-","-","13210.48"
"03 Jun 2022","-","-","-","13266.50"
"02 Jun 2022","-","-","-","13403.30"
"01 Jun 2022","-","-","-","13368.47"
"31 May 2022","-","-","-","13510.55"
"30 May 2022","-","-","-","13436.44"
"27 May 2022","-","-","-","13171.56"
"26 May 2022","-","-","-","13000.26"
"25 May 2022","-","-","-","12908.46"
"24 May 2022","-","-","-","13121.01"
"23 May 2022","-","-","-","13287.10"
"20 May 2022","-","-","-","13240.07"
"19 May 2022","-","-","-","12953.85"
"18 May 2022","-","-","-","13321.71"
"17 May 2022","-","-","-","13228.45"
"16 May 2022","-","-","-","12981.01"
"13 May 2022","-","-","-","12963.17"
"12 May 2022","-","-","-","12919.05"
"11 May 2022","-","-","-","13100.09"
"10 May 2022","-","-","-","13165.10"
"09 May 2022","-","-","-","13228.14"
"06 May 2022","-","-","-","13388.62"
"05 May 2022","-","-","-","13647.15"
"04 May 2022","-","-","-","13644.04"
"02 May 2022","-","-","-","13900.37"
"29 Apr 2022","-","-","-","14020.68"
"28 Apr 2022","-","-","-","14190.22"
"27 Apr 2022","-","-","-","14049.85"
"26 Apr 2022","-","-","-","14076.39"
"25 Apr 2022","-","-","-","13869.70"
"22 Apr 2022","-","-","-","14070.73"
"21 Apr 2022","-","-","-","14097.74"
"20 Apr 2022","-","-","-","13956.85"
"19 Apr 2022","-","-","-","13796.24"
"18 Apr 2022","-","-","-","14134.71"
"13 Apr 2022","-","-","-","14277.63"
"12 Apr 2022","-","-","-","14260.65"
"11 Apr 2022","-","-","-","14418.06"
"08 Apr 2022","-","-","-","14475.30"
"07 Apr 2022","-","-","-","14377.41"
"06 Apr 2022","-","-","-","14423.02"
"05 Apr 2022","-","-","-","14514.72"
"04 Apr 2022","-","-","-","14384.42"
"01 Apr 2022","-","-","-","14249.85"
"31 Mar 2022","-","-","-","14197.15"
"30 Mar 2022","-","-","-","14162.16"
"29 Mar 2022","-","-","-","14022.38"
"28 Mar 2022","-","-","-","13947.16"
"25 Mar 2022","-","-","-","13994.24"
"24 Mar 2022","-","-","-","14090.62"
"23 Mar 2022","-","-","-","14040.75"
"22 Mar 2022","-","-","-","14055.84"
"21 Mar 2022","-","-","-","14060.96"
"17 Mar 2022","-","-","-","14267.38"
"16 Mar 2022","-","-","-","14153.22"
"15 Mar 2022","-","-","-","13873.81"
"14 Mar 2022","-","-","-","13939.76"
"11 Mar 2022","-","-","-","13864.22"
"10 Mar 2022","-","-","-","13802.98"
"09 Mar 2022","-","-","-","13564.66"
"08 Mar 2022","-","-","-","13385.77"
"07 Mar 2022","-","-","-","13187.75"
"04 Mar 2022","-","-","-","13422.35"
"03 Mar 2022","-","-","-","13564.55"
"02 Mar 2022","-","-","-","13651.49"
"28 Feb 2022","-","-","-","13783.98"
"25 Feb 2022","-","-","-","13594.51"
"24 Feb 2022","-","-","-","13275.54"
"23 Feb 2022","-","-","-","13842.52"
"22 Feb 2022","-","-","-","13847.56"
"21 Feb 2022","-","-","-","13902.92"
