"Date","Open","High","Low","Close"
"05 Aug 2022","-","-","-","12476.24"
"04 Aug 2022","-","-","-","12447.11"
"03 Aug 2022","-","-","-","12364.28"
"02 Aug 2022","-","-","-","12370.93"
"01 Aug 2022","-","-","-","12349.23"
"29 Jul 2022","-","-","-","12278.03"
"28 Jul 2022","-","-","-","12127.44"
"27 Jul 2022","-","-","-","11992.99"
"26 Jul 2022","-","-","-","11859.24"
"25 Jul 2022","-","-","-","12027.51"
"22 Jul 2022","-","-","-","12070.66"
"21 Jul 2022","-","-","-","12051.28"
"20 Jul 2022","-","-","-","11929.45"
"19 Jul 2022","-","-","-","11811.16"
"18 Jul 2022","-","-","-","11822.19"
"15 Jul 2022","-","-","-","11754.14"
"14 Jul 2022","-","-","-","11671.46"
"13 Jul 2022","-","-","-","11684.57"
"12 Jul 2022","-","-","-","11634.42"
"11 Jul 2022","-","-","-","11765.20"
"08 Jul 2022","-","-","-","11784.82"
"07 Jul 2022","-","-","-","11748.07"
"06 Jul 2022","-","-","-","11713.29"
"05 Jul 2022","-","-","-","11471.45"
"04 Jul 2022","-","-","-","11507.73"
"01 Jul 2022","-","-","-","11416.50"
"30 Jun 2022","-","-","-","11202.56"
"29 Jun 2022","-","-","-","11278.19"
"28 Jun 2022","-","-","-","11368.09"
"27 Jun 2022","-","-","-","11355.15"
"24 Jun 2022","-","-","-","11257.91"
"23 Jun 2022","-","-","-","11171.78"
"22 Jun 2022","-","-","-","11006.75"
"21 Jun 2022","-","-","-","11113.98"
"20 Jun 2022","-","-","-","10955.68"
"17 Jun 2022","-","-","-","10829.68"
"16 Jun 2022","-","-","-","10996.72"
"15 Jun 2022","-","-","-","11158.94"
"14 Jun 2022","-","-","-","11152.15"
"13 Jun 2022","-","-","-","11206.56"
"10 Jun 2022","-","-","-","11363.04"
"09 Jun 2022","-","-","-","11421.34"
"08 Jun 2022","-","-","-","11369.35"
"07 Jun 2022","-","-","-","11418.55"
"06 Jun 2022","-","-","-","11552.67"
"03 Jun 2022","-","-","-","11599.75"
"02 Jun 2022","-","-","-","11701.41"
"01 Jun 2022","-","-","-","11670.33"
"31 May 2022","-","-","-","11822.15"
"30 May 2022","-","-","-","11749.35"
"27 May 2022","-","-","-","11544.18"
"26 May 2022","-","-","-","11444.71"
"25 May 2022","-","-","-","11344.91"
"24 May 2022","-","-","-","11508.46"
"23 May 2022","-","-","-","11624.38"
"20 May 2022","-","-","-","11635.25"
"19 May 2022","-","-","-","11388.15"
"18 May 2022","-","-","-","11675.81"
"17 May 2022","-","-","-","11570.50"
"16 May 2022","-","-","-","11361.10"
"13 May 2022","-","-","-","11363.55"
"12 May 2022","-","-","-","11272.08"
"11 May 2022","-","-","-","11416.72"
"10 May 2022","-","-","-","11463.98"
"09 May 2022","-","-","-","11504.84"
"06 May 2022","-","-","-","11606.02"
"05 May 2022","-","-","-","11773.68"
"04 May 2022","-","-","-","11784.70"
"02 May 2022","-","-","-","11989.52"
"29 Apr 2022","-","-","-","12014.72"
"28 Apr 2022","-","-","-","12174.49"
"27 Apr 2022","-","-","-","12035.76"
"26 Apr 2022","-","-","-","12067.12"
"25 Apr 2022","-","-","-","11856.24"
"22 Apr 2022","-","-","-","12027.84"
"21 Apr 2022","-","-","-","12094.17"
"20 Apr 2022","-","-","-","11938.39"
"19 Apr 2022","-","-","-","11765.71"
