"Date","Open","High","Low","Close"
"05 Aug 2022","10179.50","10227.40","10144.40","10156.95"
"04 Aug 2022","10222.05","10263.00","10014.35","10136.35"
"03 Aug 2022","10251.10","10264.25","10101.80","10152.95"
"02 Aug 2022","10157.25","10236.80","10126.65","10198.30"
"01 Aug 2022","10048.55","10140.60","10004.65","10131.95"
"29 Jul 2022","9957.70","10003.20","9945.20","9978.15"
"28 Jul 2022","9915.75","9953.10","9880.70","9892.05"
"27 Jul 2022","9825.55","9867.60","9777.45","9858.05"
"26 Jul 2022","9947.50","9955.25","9799.95","9811.90"
"25 Jul 2022","9982.20","9989.80","9890.00","9932.25"
"22 Jul 2022","9994.05","10023.90","9951.15","9966.25"
"21 Jul 2022","9904.50","9964.60","9870.85","9952.40"
"20 Jul 2022","9956.65","9971.55","9869.75","9882.75"
"19 Jul 2022","9771.95","9871.80","9763.30","9863.80"
"18 Jul 2022","9702.55","9775.00","9701.35","9768.70"
"15 Jul 2022","9623.05","9655.00","9574.80","9630.05"
"14 Jul 2022","9672.05","9685.10","9546.45","9593.55"
"13 Jul 2022","9755.90","9774.30","9633.25","9640.95"
"12 Jul 2022","9713.05","9780.75","9687.00","9696.35"
"11 Jul 2022","9587.95","9725.35","9568.30","9720.80"
"08 Jul 2022","9606.10","9634.95","9579.00","9597.50"
"07 Jul 2022","9469.75","9549.10","9469.75","9538.10"
"06 Jul 2022","9358.85","9410.65","9294.95","9401.45"
"05 Jul 2022","9376.25","9462.15","9335.60","9343.25"
"04 Jul 2022","9280.25","9331.00","9263.25","9321.85"
"01 Jul 2022","9220.40","9252.55","9115.50","9240.70"
"30 Jun 2022","9314.75","9373.25","9209.65","9226.15"
"29 Jun 2022","9247.20","9345.25","9219.90","9289.95"
"28 Jun 2022","9224.50","9307.40","9180.55","9296.35"
"27 Jun 2022","9241.10","9281.00","9225.10","9233.80"
"24 Jun 2022","9023.40","9114.15","9023.20","9105.60"
"23 Jun 2022","8888.95","8988.70","8849.70","8938.60"
"22 Jun 2022","8952.60","8967.10","8843.75","8856.60"
"21 Jun 2022","8711.90","8958.95","8711.90","8945.40"
"20 Jun 2022","8987.40","9014.30","8567.20","8639.25"
"17 Jun 2022","9017.55","9059.15","8868.85","8971.35"
"16 Jun 2022","9492.25","9517.45","9049.65","9061.45"
"15 Jun 2022","9397.10","9435.80","9362.10","9374.35"
"14 Jun 2022","9337.75","9473.55","9318.85","9341.40"
"13 Jun 2022","9541.30","9541.30","9352.70","9376.65"
"10 Jun 2022","9714.10","9747.85","9684.75","9700.50"
"09 Jun 2022","9741.50","9797.00","9719.05","9784.20"
"08 Jun 2022","9846.85","9871.60","9739.10","9755.05"
"07 Jun 2022","9832.35","9883.40","9776.05","9792.70"
"06 Jun 2022","9876.55","9887.60","9735.50","9839.55"
"03 Jun 2022","10077.95","10090.35","9872.65","9880.35"
"02 Jun 2022","9865.50","9997.10","9861.75","9988.65"
"01 Jun 2022","9757.45","9848.25","9751.90","9834.40"
"31 May 2022","9633.80","9764.05","9594.70","9714.75"
"30 May 2022","9558.60","9640.15","9540.70","9626.15"
"27 May 2022","9459.65","9511.30","9403.35","9444.55"
"26 May 2022","9353.00","9389.75","9026.05","9345.85"
"25 May 2022","9649.35","9678.75","9299.90","9307.85"
"24 May 2022","9792.85","9805.65","9614.05","9625.95"
"23 May 2022","9888.50","9899.10","9754.55","9766.50"
"20 May 2022","9734.90","9851.75","9734.90","9841.05"
"19 May 2022","9557.90","9658.15","9503.35","9583.15"
"18 May 2022","9841.70","9913.60","9745.00","9790.20"
"17 May 2022","9547.25","9775.45","9542.10","9764.00"
"16 May 2022","9419.15","9481.70","9320.65","9461.50"
"13 May 2022","9350.25","9498.60","9319.00","9350.25"
"12 May 2022","9340.35","9349.15","9150.20","9203.30"
"11 May 2022","9727.90","9787.85","9238.60","9437.65"
"10 May 2022","9981.85","10103.70","9666.80","9709.15"
"09 May 2022","10091.35","10109.80","9894.85","9979.45"
"06 May 2022","10191.90","10201.25","10054.25","10143.40"
"05 May 2022","10499.00","10535.80","10339.20","10363.90"
"04 May 2022","10687.45","10743.65","10321.15","10379.80"
"02 May 2022","10564.40","10613.50","10485.30","10595.80"
"29 Apr 2022","10797.80","10823.25","10629.60","10652.85"
"28 Apr 2022","10836.35","10869.15","10700.70","10731.95"
"27 Apr 2022","10785.85","10818.25","10659.00","10752.75"
"26 Apr 2022","10896.30","10943.70","10819.85","10837.05"
"25 Apr 2022","10914.05","10918.50","10741.90","10778.15"
"22 Apr 2022","10946.90","11085.10","10909.15","10998.40"
"21 Apr 2022","10941.45","11016.40","10939.40","10990.60"
"20 Apr 2022","10839.25","10946.10","10797.95","10828.30"
"19 Apr 2022","10971.50","11044.50","10667.90","10768.80"
"18 Apr 2022","10915.70","10930.65","10822.60","10886.85"
"13 Apr 2022","10953.90","11022.00","10941.15","10952.80"
"12 Apr 2022","11023.80","11025.55","10781.20","10873.35"
"11 Apr 2022","11010.70","11061.70","10998.00","11019.95"
"08 Apr 2022","10858.95","10957.50","10824.10","10941.35"
"07 Apr 2022","10905.30","10977.05","10736.85","10775.00"
"06 Apr 2022","10715.85","10877.30","10693.05","10846.75"
"05 Apr 2022","10640.05","10772.20","10598.20","10719.30"
"04 Apr 2022","10421.25","10555.85","10420.50","10543.55"
"01 Apr 2022","10074.50","10329.20","10062.50","10321.95"
"31 Mar 2022","10070.40","10118.60","10031.20","10045.85"
"30 Mar 2022","9968.85","10067.55","9967.80","10014.50"
"29 Mar 2022","9874.55","9917.65","9849.35","9866.65"
"28 Mar 2022","9972.35","9991.25","9779.50","9811.10"
"25 Mar 2022","10080.40","10105.70","9939.20","9946.40"
"24 Mar 2022","10033.75","10098.15","10009.05","10019.50"
"23 Mar 2022","10124.75","10185.30","10025.60","10043.95"
"22 Mar 2022","10074.30","10093.75","10004.40","10067.40"
"21 Mar 2022","10104.30","10140.00","10026.95","10040.70"
"17 Mar 2022","10051.35","10073.00","10000.00","10016.50"
"16 Mar 2022","9904.50","9952.80","9893.55","9924.85"
"15 Mar 2022","9971.55","10002.00","9727.85","9780.20"
"14 Mar 2022","9941.20","9971.40","9839.70","9917.30"
